ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
2014-07-10,36288,13.7,76.3,88,70,5.5,0,Thursday,7
2014-07-11,35000,14,76.9,84.9,70,6.1,0,Friday,7
2014-07-12,28718,16.7,77,86,70,7.0,0,Saturday,7
2014-07-13,24869,15.3,75.3,86,71.1,10.1,0,Sunday,7
2014-07-14,25825,12.6,77.2,84.9,71.1,6.3,0.41,Monday,7
2014-07-15,22963,12.2,76.3,88,72,7.0,0.57,Tuesday,7
2014-07-16,35391,13.6,73.8,88,68,6.4,0.93,Wednesday,7
2014-07-17,38619,13.7,75,82.9,68,4.8,0,Thursday,7
2014-07-18,36105,14.5,74.6,82.9,68,6.1,0,Friday,7
2014-07-19,29291,16.6,73.1,82,68,6.0,0,Saturday,7
2014-07-20,30296,17.1,71.2,77,66.9,9.1,0,Sunday,7
2014-07-21,35670,13.7,74,84,66.9,4.4,0,Monday,7
2014-07-22,36886,13.6,78.1,87.1,66.9,7.3,0,Tuesday,7
2014-07-23,34173,13.1,80.2,89.1,72,9.9,0,Wednesday,7
2014-07-24,36693,13.7,76.8,89.1,73,7.9,0.12,Thursday,7
2014-07-25,36384,14.2,74.6,82,66.9,6.9,0,Friday,7
2014-07-26,27179,16.5,75.7,82.9,66.9,7.9,0,Saturday,7
2014-07-27,27004,16.2,77.5,88,71.1,8.5,0,Sunday,7
2014-07-28,33189,13.5,78.2,88,70,9.4,0.26,Monday,7
2014-07-29,37092,13.6,70.6,84,64.9,11.4,0,Tuesday,7
2014-07-30,37377,13.6,72.5,82.9,64.9,6.5,0,Wednesday,7
2014-07-31,35458,13.7,75.1,82.9,64.9,8.6,0,Thursday,7
2014-08-01,32654,13.5,76.7,86,70,7.3,0,Friday,8
2014-08-02,26784,16.5,71.1,86,64.9,8.7,0.34,Saturday,8
2014-08-03,25276,16.5,69.6,75.9,64.9,4.8,0.12,Sunday,8
2014-08-04,33822,14,75.4,84,66,5.4,0.01,Monday,8
2014-08-05,34392,13.7,79.7,89.1,71.1,4.4,0,Tuesday,8
2014-08-06,36336,13.6,76.9,89.1,71.1,7.1,0,Wednesday,8
2014-08-07,36362,13.9,75.2,84,66.9,8.1,0,Thursday,8
2014-08-08,34073,14.1,74,82.9,66,7.1,0,Friday,8
2014-08-09,31636,18.4,77.5,87.1,66,4.0,0,Saturday,8
2014-08-10,26749,17.2,78.9,87.1,70,4.8,0,Sunday,8
2014-08-11,33664,13.8,79.7,87.1,71.1,5.9,0,Monday,8
2014-08-12,26261,12,75.5,87.1,72,11.1,0,Tuesday,8
2014-08-13,27977,13.2,73.4,86,68,13.5,0.77,Wednesday,8
2014-08-14,35154,14.4,72,86,64,11.6,0.15,Thursday,8
2014-08-15,32480,13.9,69.6,79,63,9.2,0,Friday,8
2014-08-16,32017,18.7,71.7,79,63,7.1,0,Saturday,8
2014-08-17,27417,16.8,74.7,82.9,66,7.7,0,Sunday,8
2014-08-18,34339,14.1,72.6,82.9,64,8.8,0.01,Monday,8
2014-08-19,35367,13.9,72.5,81,64,6.9,0,Tuesday,8
2014-08-20,35532,14,75.4,84,64.9,6.2,0,Wednesday,8
2014-08-21,33804,13.8,75,84,69.1,6.3,0.07,Thursday,8
2014-08-22,30406,13.6,71.2,81,64,7.6,1.2,Friday,8
2014-08-23,26429,16.3,70.1,75.9,66.9,8.2,0.04,Saturday,8
2014-08-24,27493,17.6,72,80.1,64.9,6.2,0,Sunday,8
2014-08-25,32892,13.8,75.4,86,64.9,4.4,0,Monday,8
2014-08-26,34519,13.5,79,86,68,4.6,0,Tuesday,8
2014-08-27,33721,13.7,79,89.1,71.1,7.0,0,Wednesday,8
2014-08-28,33927,13.8,76.5,89.1,70,8.9,0,Thursday,8
2014-08-29,31264,14.2,70.3,80.1,64,8.0,0,Friday,8
2014-08-30,22689,17.2,71.7,79,64,6.7,0,Saturday,8
2014-08-31,18053,17,77.4,91.9,66.9,9.4,0,Sunday,8
2014-09-01,23575,19.5,80.3,91.9,73,5.6,0.79,Monday,9
2014-09-02,30507,13.6,84.3,93,75.9,6.8,0,Tuesday,9
2014-09-03,35535,13.6,80.2,93,73,9.6,0,Wednesday,9
2014-09-04,36496,14.1,78.5,86,71.1,6.1,0,Thursday,9
2014-09-05,34831,14.3,78.3,86,71.1,8.0,0,Friday,9
2014-09-06,25833,15.8,80.8,91,73,8.0,0,Saturday,9
2014-09-07,29721,17.5,73.1,91,66,8.2,0.21,Sunday,9
2014-09-08,34335,14.3,71,80.1,64.9,9.4,0,Monday,9
2014-09-09,34518,13.6,68.1,77,64,12.5,0,Tuesday,9
2014-09-10,37653,14.2,68.5,75,62.6,9.3,0,Wednesday,9
2014-09-11,37081,13.4,73.8,84,63,9.1,0,Thursday,9
2014-09-12,37204,15.8,70.6,84,63,9.6,0,Friday,9
2014-09-13,17293,15.2,65.1,71.1,60.8,10.5,0,Saturday,9
2014-09-14,28688,17.4,62.1,71.1,55,7.4,0.19,Sunday,9
2014-09-15,35045,14.7,63.6,73,55,6.5,0,Monday,9
2014-09-16,25633,13,63.9,73,55,5.6,0.01,Tuesday,9
2014-09-17,37453,13.7,65.9,73,57.9,4.3,0.41,Wednesday,9
2014-09-18,37381,15.1,67.6,75,59,4.6,0,Thursday,9
2014-09-19,34713,13.8,62.1,75,55,10.3,0,Friday,9
2014-09-20,30011,16.8,65,73.9,55,9.1,0,Saturday,9
2014-09-21,26080,16.3,70.4,77,57.9,3.5,0.21,Sunday,9
2014-09-22,33239,13.5,68.8,77,61,11.1,0,Monday,9
2014-09-23,36347,14.3,60.9,73,54,7.0,0,Tuesday,9
2014-09-24,35481,14.2,65,73,54,8.1,0,Wednesday,9
2014-09-25,16650,12.3,62.6,70,57.9,13.0,0.02,Thursday,9
2014-09-26,35116,14.9,66.4,77,57.9,7.0,0.15,Friday,9
2014-09-27,30193,18.1,72.6,82.9,60.1,3.6,0,Saturday,9
2014-09-28,29021,18.3,73.4,84,64.9,3.2,0,Sunday,9
2014-09-29,33161,15.1,72.7,84,64.9,4.1,0,Monday,9
2014-09-30,35093,15.2,69,73.9,64.4,6.2,0,Tuesday,9
2014-10-01,27942,12.3,63.3,66.2,60.8,8.4,0.04,Wednesday,10
2014-10-02,34492,14.1,63.3,68,60.1,9.1,0,Thursday,10
2014-10-03,34944,15.3,62.4,69.1,57,6.8,0,Friday,10
2014-10-04,13354,14.1,65,71.1,57,10.0,0.07,Saturday,10
2014-10-05,23456,15.7,54.2,71.1,46.9,12.2,0.98,Sunday,10
2014-10-06,31742,13.7,59.2,71.1,46.9,8.5,0,Monday,10
2014-10-07,32892,13.5,67.1,72,51.1,11.4,0,Tuesday,10
2014-10-08,33607,16.7,67.6,73,64,13.5,0.06,Wednesday,10
2014-10-09,32203,13.7,64.2,73,57.9,12.6,0.03,Thursday,10
2014-10-10,30887,14.8,60.3,69.1,54,6.5,0,Friday,10
2014-10-11,12965,14.3,56.2,62.1,51.8,6.2,0.13,Saturday,10
2014-10-12,23394,17.6,55.1,62.1,48.9,5.3,0.2,Sunday,10
2014-10-13,22752,13.4,58.8,66,48.9,4.4,0,Monday,10
2014-10-14,32614,18.7,67.6,75.9,53.1,8.5,0.03,Tuesday,10
2014-10-15,28743,13.5,71.9,78.1,64,12.9,0,Wednesday,10
2014-10-16,26754,13.6,69.8,78.1,64.9,11.0,0.72,Thursday,10
2014-10-17,34132,15.3,65.8,72,61,8.7,0.08,Friday,10
2014-10-18,24978,17.9,64.1,72,60.1,8.9,0,Saturday,10
2014-10-19,18840,14.5,54.5,70,48,14.8,0,Sunday,10
2014-10-20,27914,17.2,49.8,61,44.1,8.4,0,Monday,10
2014-10-21,31330,13.2,60,68,44.1,5.6,0,Tuesday,10
2014-10-22,9169,11.8,57,68,52,11.5,0.35,Wednesday,10
2014-10-23,13371,12.2,52.2,59,51.1,15.6,1,Thursday,10
2014-10-24,29837,13.5,54.7,62.1,51.1,11.2,0.23,Friday,10
2014-10-25,24952,16.6,58.7,68,51.1,8.3,0,Saturday,10
2014-10-26,20768,15.5,59.6,68,52,13.3,0,Sunday,10
2014-10-27,28806,14.1,57,64,51.1,11.0,0,Monday,10
2014-10-28,32956,13,60.4,72,51.1,6.1,0,Tuesday,10
2014-10-29,29999,12.7,64.2,72,53.1,7.1,0,Wednesday,10
2014-10-30,31133,13.2,54,72,50,8.4,0,Thursday,10
2014-10-31,27785,18.1,49.9,57.9,45,9.3,0,Friday,10
2014-11-01,6002,11.2,48.1,55,45,15.1,0.05,Saturday,11
2014-11-02,14100,16.1,44.6,48,42.1,19.4,0.17,Sunday,11
2014-11-03,26757,13.7,48.1,62.1,41,13.6,0,Monday,11
2014-11-04,31174,13.3,60.2,69.1,41,8.5,0,Tuesday,11
2014-11-05,30539,14.5,61.4,69.1,55,9.0,0,Wednesday,11
2014-11-06,12283,12.1,52.7,64,48,5.3,0.13,Thursday,11
2014-11-07,25355,12.3,49.6,59,45,12.9,0.21,Friday,11
2014-11-08,17443,14.5,42.4,52,37.9,11.0,0,Saturday,11
2014-11-09,18207,15.2,49.9,57,37.9,6.2,0,Sunday,11
2014-11-10,27655,12.9,51.8,61,42.1,3.4,0,Monday,11
2014-11-11,29358,12.8,54.9,64,42.1,5.0,0,Tuesday,11
2014-11-12,27807,12.9,58.7,66,46.9,5.6,0,Wednesday,11
2014-11-13,20652,14,45.7,66,39.9,5.3,0,Thursday,11
2014-11-14,21082,12.6,39.3,48,36,12.4,0.2,Friday,11
2014-11-15,14057,13,37.8,43,34,9.7,0.03,Saturday,11
2014-11-16,13272,13,39.4,44.1,34,5.4,0,Sunday,11
2014-11-17,8116,12.4,43.6,53.1,35.1,5.8,0.51,Monday,11
2014-11-18,16691,11.1,37.1,53.1,28,16.2,1,Tuesday,11
2014-11-19,16694,13,26.7,46,21.9,12.9,0,Wednesday,11
2014-11-20,20611,12,38.1,46,21.9,11.2,0,Thursday,11
2014-11-21,17806,10.8,33.1,46,28,15.8,0,Friday,11
2014-11-22,12682,13.6,34.3,43,28,8.8,0,Saturday,11
2014-11-23,15669,14.3,46.9,55,28.9,7.9,0,Sunday,11
2014-11-24,23031,12.7,57.5,64,44.1,10.6,0.61,Monday,11
2014-11-25,25580,14.1,60.1,66.9,48.9,9.7,0,Tuesday,11
2014-11-26,3675,12.8,44,53.1,33.8,9.8,0,Wednesday,11
2014-11-27,3945,11.9,36.5,51.1,34,11.3,1.07,Thursday,11
2014-11-28,8378,11.9,34.4,37.9,30.9,13.1,0.01,Friday,11
2014-11-29,8183,12,31.4,37,28.9,5.9,0,Saturday,11
2014-11-30,12384,14.8,46.5,53.1,28.9,7.7,0,Sunday,11
2014-12-01,18519,12.9,55.4,64,44.1,7.6,0,Monday,12
2014-12-02,15367,11.4,39.7,46,35.1,12.3,0.05,Tuesday,12
2014-12-03,13472,14.2,43.5,46.9,35.1,8.3,0.12,Wednesday,12
2014-12-04,21335,11.9,42,46.9,37.9,11.3,0.09,Thursday,12
2014-12-05,15818,12.2,38.4,46,34,9.3,0,Friday,12
2014-12-06,4047,13,44.9,48.9,34,4.1,0.7,Saturday,12
2014-12-07,10510,11.9,39.4,48.9,34,15.3,1.14,Sunday,12
2014-12-08,15557,11.2,29.8,34,24.8,13.7,0.03,Monday,12
2014-12-09,6713,11.4,38.7,45,25,18.1,0.45,Tuesday,12
2014-12-10,10399,11.3,38.6,45,32,14.8,2.26,Wednesday,12
2014-12-11,18141,12,34.2,37,30.2,14.9,0.02,Thursday,12
2014-12-12,17892,11.4,34.5,37.9,30.9,12.7,0.03,Friday,12
2014-12-13,12549,16.9,37.2,44.1,32,13.7,0,Saturday,12
2014-12-14,11941,13.5,40.4,45,35.1,11.3,0,Sunday,12
2014-12-15,19382,12,41.6,48.9,37,5.9,0,Monday,12
2014-12-16,16816,11.9,41.5,48.9,36,5.6,0,Tuesday,12
2014-12-17,20346,11.7,46.5,53.1,36,8.6,0.19,Wednesday,12
2014-12-18,19051,11.2,41,53.1,37.9,15.4,0.03,Thursday,12
2014-12-19,17200,11.4,36.8,43,33.1,13.5,0,Friday,12
2014-12-20,9582,11.2,31.9,37.9,30,7.8,0,Saturday,12
2014-12-21,8747,12.4,33.1,36,30,5.7,0,Sunday,12
2014-12-22,13560,12.2,37.9,43,32,7.1,0,Monday,12
2014-12-23,9422,11.7,44.1,46.4,42.8,9.9,0.17,Tuesday,12
2014-12-24,4285,11.7,44.5,54,42.8,7.8,0.08,Wednesday,12
2014-12-25,4890,19,52.6,63,43,12.0,0.71,Thursday,12
2014-12-26,9895,14.2,45.3,63,39.9,9.4,0.07,Friday,12
2014-12-27,10247,16.1,47.4,55,39.9,4.6,0,Saturday,12
2014-12-28,7902,13,48.1,55,42.1,6.8,0,Sunday,12
2014-12-29,13549,13.3,41.3,52,37.9,10.0,0.1,Monday,12
2014-12-30,12196,11.5,32.6,44.1,28.9,8.0,0,Tuesday,12
2014-12-31,9739,12.7,29.4,35.1,27,7.8,0,Wednesday,12
2015-01-01,5317,13.4,31.2,39,27,11.5,0,Thursday,1
2015-01-02,11304,12.2,38.6,42.1,27,12.6,0,Friday,1
2015-01-03,4478,10.9,35.2,42.1,30.9,8.1,0,Saturday,1
2015-01-04,7849,11.3,45.1,57,30.9,8.4,0.85,Sunday,1
2015-01-05,14506,10.6,42.5,57,28.9,18.2,0.13,Monday,1
2015-01-06,8739,10.6,21.2,28.9,17.6,8.7,0,Tuesday,1
2015-01-07,9646,9.8,21.7,25,15.1,14.8,0.05,Wednesday,1
2015-01-08,8779,9.9,13.2,25,8.1,14.6,0,Thursday,1
2015-01-09,7930,10.6,24,33.1,8.1,13.3,0,Friday,1
2015-01-10,6109,9.9,21.7,33.1,17.1,13.3,0.06,Saturday,1
2015-01-11,7467,10.4,24.8,37,17.1,8.5,0,Sunday,1
2015-01-12,8645,10.4,36,37.9,19,5.6,0,Monday,1
2015-01-13,12797,10.3,30.2,39,19,12.1,0.39,Tuesday,1
2015-01-14,13086,10.4,22,36,17.1,9.1,0,Wednesday,1
2015-01-15,14075,10.6,29.5,34,17.1,7.6,0,Thursday,1
2015-01-16,13843,10.4,34,42.1,25,13.0,0,Friday,1
2015-01-17,7491,11,22.3,42.1,17.1,11.8,0,Saturday,1
2015-01-18,1795,12.1,32.7,41,17.1,4.6,0,Sunday,1
2015-01-19,10710,11.5,39.4,43,28.9,12.3,1.98,Monday,1
2015-01-20,16129,10.8,37.2,42.1,34,9.6,0,Tuesday,1
2015-01-21,15234,10.4,30.5,39.9,25,7.0,0,Wednesday,1
2015-01-22,15864,10.7,34,39,25,5.3,0,Thursday,1
2015-01-23,15737,10.7,32.4,39,28,9.9,0,Friday,1
2015-01-24,4814,10.5,35.1,39.9,28,8.3,0.66,Saturday,1
2015-01-25,9379,12,37.6,42.1,32,12.8,0.07,Sunday,1
2015-01-26,4141,11.1,26.6,35.1,21.2,14.7,0,Monday,1
2015-01-27,1214,15.9,24.4,30,19.9,14.9,0.45,Tuesday,1
2015-01-28,5401,14.2,23.5,34,17.1,11.7,0.01,Wednesday,1
2015-01-29,8870,12.5,26.3,34,17.1,6.1,0,Thursday,1
2015-01-30,9015,10.9,33.9,37,21,10.8,0.07,Friday,1
2015-01-31,5188,10.4,20.4,37,12.9,21.5,0.01,Saturday,1
2015-02-01,6441,10.6,27.5,36,12.9,8.8,0,Sunday,2
2015-02-02,1459,15.3,29.6,36,19.9,11.2,0.84,Monday,2
2015-02-03,4754,12.8,19.3,33.1,14,13.4,0.26,Tuesday,2
2015-02-04,8973,11.6,30,39.9,14,5.6,0,Wednesday,2
2015-02-05,9208,10.4,33.2,41,21,12.1,0,Thursday,2
2015-02-06,8575,10.6,18.1,39.9,12,13.3,0,Friday,2
2015-02-07,6790,11.4,29,36,12,7.1,0,Saturday,2
2015-02-08,6662,11.1,33,36,26.1,8.9,0.01,Sunday,2
2015-02-09,5160,10.6,28.9,35.6,25.9,15.3,0.03,Monday,2
2015-02-10,10328,10.6,29.9,39,26.1,11.0,0.04,Tuesday,2
2015-02-11,11439,10.8,28.4,39,21.9,9.3,0,Wednesday,2
2015-02-12,11269,10.8,32.3,39.9,21.9,6.9,0,Thursday,2
2015-02-13,7642,10.4,17.6,39.9,9,18.2,0,Friday,2
2015-02-14,4614,10.4,22.9,32,9,7.1,0,Saturday,2
2015-02-15,2581,9.5,20.5,32,10.9,19.7,0.01,Sunday,2
2015-02-16,3998,9.9,10.2,26.1,3.9,15.4,0,Monday,2
2015-02-17,4784,10.8,19.4,28,3.9,6.6,0.11,Tuesday,2
2015-02-18,9170,10.8,24.2,30.9,14,5.0,0.02,Wednesday,2
2015-02-19,7799,9.9,22,30.9,15.1,14.9,0,Thursday,2
2015-02-20,6159,10,10.9,27,3,18.2,0,Friday,2
2015-02-21,3157,9.8,20.1,28.9,3,8.0,0.01,Saturday,2
2015-02-22,4274,12,34.1,42.1,14,3.7,0.71,Sunday,2
2015-02-23,7458,10.5,29.3,42.1,16,14.0,0.11,Monday,2
2015-02-24,7402,10.7,12.4,37.9,6.1,9.9,0,Tuesday,2
2015-02-25,10751,10.9,27.7,37.9,6.1,8.7,0,Wednesday,2
2015-02-26,9901,11.3,26.9,37.9,21,9.3,0,Thursday,2
2015-02-27,9864,11,23.7,32,19,7.3,0,Friday,2
2015-02-28,6318,10.8,22.1,30,15.1,7.2,0,Saturday,2
2015-03-01,2879,12.3,26.7,30,15.1,4.4,0,Sunday,3
2015-03-02,7283,11.3,32.2,37.9,24.1,9.0,0.48,Monday,3
2015-03-03,6533,12.7,28.4,37.9,24.1,9.8,0,Tuesday,3
2015-03-04,7514,11.7,38.9,46.9,24.1,8.0,0.73,Wednesday,3
2015-03-05,1637,15.4,32.9,44.1,21.2,8.6,0.46,Thursday,3
2015-03-06,5162,12.3,21,41,15.1,7.1,0.38,Friday,3
2015-03-07,5590,14.8,26.8,37.9,15.1,9.3,0,Saturday,3
2015-03-08,7898,13.7,40.2,48,35.1,8.4,0,Sunday,3
2015-03-09,14878,12.6,44.9,54,35.1,6.5,0.02,Monday,3
2015-03-10,11781,12.1,40.7,54,33.1,4.6,0.11,Tuesday,3
2015-03-11,19561,13.4,46.4,60.1,33.1,7.5,0.44,Wednesday,3
2015-03-12,17530,12.2,45.3,60.1,37,16.4,0.02,Thursday,3
2015-03-13,16145,12.1,37.1,46.9,30.9,8.4,0,Friday,3
2015-03-14,3906,12.1,43.6,51.8,37.4,7.1,0.21,Saturday,3
2015-03-15,8838,12.1,44.1,51.1,37,14.0,0.81,Sunday,3
2015-03-16,16787,11.9,40.2,51.1,36,9.3,0,Monday,3
2015-03-17,14857,11.8,47.9,54,36,10.6,0,Tuesday,3
2015-03-18,13842,11.3,33.7,37.9,28.9,19.6,0.01,Wednesday,3
2015-03-19,15446,12.8,33.5,42.1,28,10.7,0,Thursday,3
2015-03-20,8052,11.1,34.4,42.1,28.9,8.4,0,Friday,3
2015-03-21,9338,13.6,34.9,46.9,28.9,7.1,0.29,Saturday,3
2015-03-22,9676,12.5,39.9,48,28.9,13.8,0.01,Sunday,3
2015-03-23,13538,10.8,30.5,44.1,24.1,12.3,0,Monday,3
2015-03-24,16166,11.3,33.6,44.1,24.1,7.4,0,Tuesday,3
2015-03-25,14670,11.7,39.1,48,26.1,5.7,0,Wednesday,3
2015-03-26,14954,11.8,45.2,57,32,4.4,0.05,Thursday,3
2015-03-27,14107,11.6,44.9,57,37.9,7.7,0.52,Friday,3
2015-03-28,1107,12.7,37.6,46,33.1,10.7,0.28,Saturday,3
2015-03-29,9826,14.2,33.5,46,27,10.3,0,Sunday,3
2015-03-30,18075,12.1,42.2,55,27,10.8,0,Monday,3
2015-03-31,14250,12.7,42.8,55,34,9.6,0,Tuesday,3
2015-04-01,20146,13.2,39.8,51.1,34,8.5,0.14,Wednesday,4
2015-04-02,24227,20.8,49.9,63,34,8.4,0,Thursday,4
2015-04-03,14774,13.7,59.2,63,39,9.5,0,Friday,4
2015-04-04,14355,15,52,63,46.9,14.3,0.04,Saturday,4
2015-04-05,13799,18.1,50.1,62.1,43,11.2,0,Sunday,4
2015-04-06,23391,15.1,46.7,62.1,39,7.8,0,Monday,4
2015-04-07,16262,11.7,50.6,60.1,39,7.7,0.01,Tuesday,4
2015-04-08,17872,13.8,43,57,39.9,12.3,0.16,Wednesday,4
2015-04-09,16546,11.8,39.3,46,37,12.4,0,Thursday,4
2015-04-10,16317,12.3,43,57.2,39.2,6.9,0.25,Friday,4
2015-04-11,18643,16.4,55.3,57.2,51.1,14.7,0.24,Saturday,4
2015-04-12,19954,19.1,51.3,64.9,44.1,7.6,0,Sunday,4
2015-04-13,24925,15.2,55.6,64.9,44.1,8.0,0,Monday,4
2015-04-14,22703,12.6,59.3,64.9,46.9,7.0,0,Tuesday,4
2015-04-15,27594,16.2,59.1,70,51.1,7.4,0,Wednesday,4
2015-04-16,27180,13.5,56.5,70,46.9,7.4,0,Thursday,4
2015-04-17,24175,15.1,59.7,71.1,46.9,9.0,0.08,Friday,4
2015-04-18,28174,22.2,66,79,54,5.7,0,Saturday,4
2015-04-19,21475,18.1,57.6,79,50,8.8,0,Sunday,4
2015-04-20,11202,12,50.6,61,45,13.2,0,Monday,4
2015-04-21,24868,16.3,57.4,66.9,45,9.0,0.95,Tuesday,4
2015-04-22,21997,12.9,58.8,66.9,50,8.9,0.07,Wednesday,4
2015-04-23,22074,14.4,47.4,66.9,42.1,13.5,0.1,Thursday,4
2015-04-24,20981,14.7,43.4,50,39,16.1,0,Friday,4
2015-04-25,21082,18.4,46.1,60.1,39,11.8,0,Saturday,4
2015-04-26,21594,19,52,61,39,5.2,0,Sunday,4
2015-04-27,25501,13.1,53.8,61,45,9.9,0,Monday,4
2015-04-28,29795,14.8,57.2,72,48.9,11.5,0,Tuesday,4
2015-04-29,31532,14.7,64.2,75.9,51.1,8.8,0,Wednesday,4
2015-04-30,29252,15.6,52.4,75.9,46.9,13.1,0,Thursday,4
2015-05-01,27924,14.4,52.6,64,46.9,7.6,0,Friday,5
2015-05-02,25743,19.3,53.9,69.1,48,4.7,0,Saturday,5
2015-05-03,27694,20.5,59.5,75.9,48,6.4,0,Sunday,5
2015-05-04,32066,16.7,66.5,82,51.1,7.1,0,Monday,5
2015-05-05,33012,16.9,72.7,82,54,7.5,0,Tuesday,5
2015-05-06,30313,14.5,65.3,81,59,6.4,0,Wednesday,5
2015-05-07,34871,15.4,64.6,75.9,52,5.2,0,Thursday,5
2015-05-08,34304,16.3,64.2,79,52,6.3,0,Friday,5
2015-05-09,24329,19.6,58,79,53.1,8.4,0,Saturday,5
2015-05-10,26573,20.3,66.3,82,53.1,6.0,0.01,Sunday,5
2015-05-11,32382,16.5,74.4,82.9,57,9.4,0,Monday,5
2015-05-12,35225,15.2,74.9,87.1,64,9.1,0,Tuesday,5
2015-05-13,33402,15.5,65.1,87.1,57.9,15.3,0,Wednesday,5
2015-05-14,40826,16.9,59.7,72,52,8.5,0,Thursday,5
2015-05-15,34945,16,63.2,73.9,52,7.6,0,Friday,5
2015-05-16,23882,18.8,65.2,75,55.9,6.5,0.01,Saturday,5
2015-05-17,30969,19.9,70.4,82.9,57,3.2,0.28,Sunday,5
2015-05-18,31559,16.2,63.6,75.9,55.4,7.5,0.02,Monday,5
2015-05-19,33895,14,61.6,82,55,6.2,0.01,Tuesday,5
2015-05-20,33823,13.9,62,82,55,13.2,0,Wednesday,5
2015-05-21,31214,13.8,57.1,66,53.1,7.0,0,Thursday,5
2015-05-22,31891,15.4,61.8,75,53.1,9.9,0,Friday,5
2015-05-23,23910,20.4,59.3,75,50,11.5,0,Saturday,5
2015-05-24,25151,21.7,65.7,81,50,8.7,0,Sunday,5
2015-05-25,28164,20.1,72.5,82.9,55.9,8.8,0,Monday,5
2015-05-26,35786,15.2,75.2,86,64.9,10.3,0,Tuesday,5
2015-05-27,33710,13.7,73.5,86,66.9,9.9,0,Wednesday,5
2015-05-28,35934,14,73.4,84,66.9,7.0,0.02,Thursday,5
2015-05-29,37756,15.6,73,84,64,7.2,0,Friday,5
2015-05-30,31147,18.9,73.1,82.9,64,9.8,0,Saturday,5
2015-05-31,19586,18.4,74.6,86,66,9.6,0,Sunday,5
2015-06-01,15283,10.9,57.4,86,54,13.8,1.69,Monday,6
2015-06-02,11984,11.2,52,57.9,50,10.2,0.47,Tuesday,6
2015-06-03,34590,13.8,58.2,69.1,50,7.3,0.24,Wednesday,6
2015-06-04,32772,13.4,58.1,69.1,53.1,9.4,0,Thursday,6
2015-06-05,31294,13.5,59.5,68,54,6.5,0,Friday,6
2015-06-06,26334,18.1,65.7,73.9,55.9,7.3,0.55,Saturday,6
2015-06-07,30773,19.4,65.3,73.9,57,7.6,0,Sunday,6
2015-06-08,33585,14.5,67.5,77,57,11.6,0,Monday,6
2015-06-09,35412,13.7,73.3,84.9,62.1,10.1,0.05,Tuesday,6
2015-06-10,39350,15.8,74.2,84.9,66,8.2,0.01,Wednesday,6
2015-06-11,37400,14.4,80.2,91.9,66,8.8,0,Thursday,6
2015-06-12,35136,14.6,80.7,91.9,71.1,7.7,0,Friday,6
2015-06-13,29980,19.4,80.5,88,71.1,10.1,0,Saturday,6
2015-06-14,28184,18.8,77,87.1,68,6.3,0,Sunday,6
2015-06-15,25087,13,70.3,79,62.6,9.0,0.79,Monday,6
2015-06-16,32147,13.4,68.1,79,62.6,7.1,0.02,Tuesday,6
2015-06-17,38030,14.4,73.9,79,64,8.3,0.34,Wednesday,6
2015-06-18,35464,13.1,66.8,69.8,64.4,7.5,0,Thursday,6
2015-06-19,37380,14.7,73.2,84.9,64.9,6.0,0,Friday,6
2015-06-20,23580,16.7,69.5,84.9,64,8.3,0,Saturday,6
2015-06-21,25926,18.1,75,90,64,9.4,0.25,Sunday,6
2015-06-22,37677,15.1,79.6,90,69.1,10.1,0.29,Monday,6
2015-06-23,32294,13.7,84.4,91.9,72,10.3,0,Tuesday,6
2015-06-24,41070,15.2,77.1,91.9,69.1,10.1,0.07,Wednesday,6
2015-06-25,39673,14.3,76.8,84.9,69.1,6.0,0,Thursday,6
2015-06-26,38614,15.5,74.8,84.9,69.1,7.7,0,Friday,6
2015-06-27,15485,15.9,69,80.1,62.1,8.5,0,Saturday,6
2015-06-28,20591,17.5,64.2,73.9,60.1,12.4,1.32,Sunday,6
2015-06-29,38037,15.3,71.3,78.1,62.1,10.1,0.26,Monday,6
2015-06-30,38087,14.5,75.3,82,64,9.5,0,Tuesday,6
2015-07-01,37539,14.6,76.4,84.9,70,9.7,0.35,Wednesday,7
2015-07-02,35559,17.7,75.7,84.9,70,6.4,0,Thursday,7
2015-07-03,26928,18.5,73.5,81,66.9,4.8,0,Friday,7
2015-07-04,21706,22.6,71.8,81,66.9,6.9,0,Saturday,7
2015-07-05,25920,20,75.1,84.9,69.1,4.6,0,Sunday,7
2015-07-06,35251,15.1,77.1,84.9,70,6.2,0,Monday,7
2015-07-07,36837,14.4,79.5,88,71.1,9.2,0,Tuesday,7
2015-07-08,35047,14.5,82,89.1,75,7.7,0,Wednesday,7
2015-07-09,31978,15.3,73.8,89.1,68,6.4,0.09,Thursday,7
2015-07-10,38559,15.9,75.8,84,68,9.4,0.29,Friday,7
2015-07-11,31719,18.8,78.6,86,72,3.8,0,Saturday,7
2015-07-12,31037,20.1,81.1,89.1,72,4.9,0,Sunday,7
2015-07-13,38485,15.6,80.4,89.1,73,6.9,0,Monday,7
2015-07-14,35802,14,76.1,84.9,71.1,6.8,0,Tuesday,7
2015-07-15,34979,14.4,75.9,81,71.1,6.5,0.95,Wednesday,7
2015-07-16,42356,17,72.1,81,64,8.7,0.01,Thursday,7
2015-07-17,39595,16.1,73.5,80.1,64,9.0,0,Friday,7
